sample_index,path,true_label,true_index,pred_label,pred_index,fall_probability_max,fall_probability_mean,fall_probability_final,best_window_start,best_window_end,num_windows,num_frames,num_pose_frames,pose_detection_rate,cache_hit
19,F:\GP_Dataset\activities2\Subject07\Activity11\Trial1\Subject7Activity11Trial1Camera1,non_fall,0,fall,1,0.996834933757782,0.259143236907016,0.0565747395157814,540,611,52,1120,910,0.8125,False
89,F:\GP_Dataset\activities6-11\Subject02\Activity07\Trial1\Subject2Activity7Trial1Camera1,non_fall,0,fall,1,0.9964737296104432,0.0972998937831546,0.8101785182952881,324,395,57,1063,1062,0.9990592662276576,False
100,F:\GP_Dataset\activities6-11\Subject03\Activity06\Trial1\Subject3Activity6Trial1Camera2,non_fall,0,fall,1,0.99516499042511,0.1714715709941022,0.0010220697149634,522,593,60,1124,1124,1.0,False
23,F:\GP_Dataset\activities2\Subject08\Activity07\Trial1\Subject8Activity7Trial1Camera1,non_fall,0,fall,1,0.9945856928825378,0.1542499393712801,0.5436813831329346,882,953,57,1073,1072,0.9990680335507922,False
70,F:\GP_Dataset\activities2\Subject12\Activity06\Trial1\Subject12Activity6Trial1Camera2,non_fall,0,fall,1,0.9845429062843324,0.243125564595476,0.0159164126962423,252,323,61,1145,1144,0.9991266375545852,False
58,F:\GP_Dataset\activities2\Subject11\Activity06\Trial1\Subject11Activity6Trial1Camera2,non_fall,0,fall,1,0.9815006256103516,0.2290172298079449,0.5380478501319885,792,863,61,1138,1138,1.0,False
92,F:\GP_Dataset\activities6-11\Subject02\Activity08\Trial1\Subject2Activity8Trial1Camera2,non_fall,0,fall,1,0.978981912136078,0.0863062269298757,5.1358899355591354e-08,558,629,56,1056,1056,1.0,False
49,F:\GP_Dataset\activities2\Subject10\Activity08\Trial1\Subject10Activity8Trial1Camera1,non_fall,0,fall,1,0.9705161452293396,0.086882787011354,0.7751097083091736,828,899,54,1023,1023,1.0,False
99,F:\GP_Dataset\activities6-11\Subject03\Activity06\Trial1\Subject3Activity6Trial1Camera1,non_fall,0,fall,1,0.9688131213188172,0.0203265796357775,2.93666334982845e-06,180,251,60,1124,787,0.7001779359430605,False
91,F:\GP_Dataset\activities6-11\Subject02\Activity08\Trial1\Subject2Activity8Trial1Camera1,non_fall,0,fall,1,0.9672837853431702,0.054752921147784,0.0007653674692846,252,323,56,1056,1056,1.0,False
1,F:\GP_Dataset\activities2\Subject06\Activity08\Trial1\Subject6Activity8Trial1Camera1,non_fall,0,fall,1,0.9583866596221924,0.0725173161040155,8.839246584102511e-05,666,737,46,866,866,1.0,False
69,F:\GP_Dataset\activities2\Subject12\Activity06\Trial1\Subject12Activity6Trial1Camera1,non_fall,0,fall,1,0.945412814617157,0.0452789590074643,1.560288728796877e-05,450,521,61,1145,850,0.74235807860262,False
139,F:\GP_Dataset\activities6-11\Subject06\Activity08\Subject6Activity8Trial1Camera1,non_fall,0,fall,1,0.933562159538269,0.0634202242746255,0.0001043800148181,666,737,46,866,865,0.9988452655889144,False
74,F:\GP_Dataset\activities6-11\Subject01\Activity07\Trial1\Subject1Activity7Trial1Camera2,non_fall,0,fall,1,0.9206852316856384,0.0258342785581997,2.565927275099966e-07,54,125,60,1121,1121,1.0,False
47,F:\GP_Dataset\activities2\Subject10\Activity07\Trial1\Subject10Activity7Trial1Camera1,non_fall,0,fall,1,0.9196556806564332,0.0239859409896163,2.061135084829857e-08,36,107,56,1055,1054,0.9990521327014218,False
34,F:\GP_Dataset\activities2\Subject09\Activity06\Trial1\Subject9Activity6Trial1Camera2,non_fall,0,fall,1,0.8900650143623352,0.1104667830316274,0.0192240383476018,108,179,57,1074,1051,0.978584729981378,False
75,F:\GP_Dataset\activities6-11\Subject01\Activity07\Trial2\Subject1Activity7Trial2Camera1,non_fall,0,fall,1,0.869602382183075,0.0228780512709532,8.011380187716854e-13,468,539,59,1101,1101,1.0,False
56,F:\GP_Dataset\activities2\Subject10\Activity11\Trial1\Subject10Activity11Trial1Camera2,non_fall,0,fall,1,0.8610509634017944,0.0234700244957866,1.9396299844043338e-10,18,89,56,1055,1054,0.9990521327014218,False
14,F:\GP_Dataset\activities2\Subject07\Activity08\Trial1\Subject7Activity8Trial1Camera2,non_fall,0,fall,1,0.8559304475784302,0.0559597343142201,0.2393075078725814,720,791,58,1088,1088,1.0,False
90,F:\GP_Dataset\activities6-11\Subject02\Activity07\Trial1\Subject2Activity7Trial1Camera2,non_fall,0,fall,1,0.8471314907073975,0.0315504363452941,0.0028334578964859,0,71,57,1063,1063,1.0,False
48,F:\GP_Dataset\activities2\Subject10\Activity07\Trial1\Subject10Activity7Trial1Camera2,non_fall,0,fall,1,0.8292574286460876,0.0185883995352585,5.7204223580242805e-09,90,161,56,1055,1055,1.0,False
118,F:\GP_Dataset\activities6-11\Subject04\Activity09\Trial1\Subject4Activity9Trial1Camera2,non_fall,0,fall,1,0.6468210816383362,0.0924792676029644,1.5201189640379198e-08,36,107,7,178,178,1.0,False
64,F:\GP_Dataset\activities2\Subject11\Activity09\Trial1\Subject11Activity9Trial1Camera2,non_fall,0,fall,1,0.642444372177124,0.0920159051013126,1.243890346813714e-05,36,107,7,180,180,1.0,False
80,F:\GP_Dataset\activities6-11\Subject01\Activity08\Trial1\Subject1Activity8Trial1Camera2,non_fall,0,fall,1,0.5917900800704956,0.0110091181083066,2.436821944229451e-07,18,89,57,1079,1079,1.0,False
72,F:\GP_Dataset\activities2\Subject12\Activity07\Trial1\Subject12Activity7Trial1Camera2,non_fall,0,fall,1,0.5637081265449524,0.0166067734331558,1.723117759588888e-09,54,125,59,1111,1111,1.0,False
85,F:\GP_Dataset\activities6-11\Subject01\Activity11\Trial1\Subject1Activity11Trial1Camera1,non_fall,0,fall,1,0.5279780030250549,0.0110029159528734,2.2290639662969625e-06,144,215,56,1062,1061,0.9990583804143126,False
