frame,time_sec,kp0_x,kp0_y,kp0_c,kp1_x,kp1_y,kp1_c,kp2_x,kp2_y,kp2_c,kp3_x,kp3_y,kp3_c,kp4_x,kp4_y,kp4_c,kp5_x,kp5_y,kp5_c,kp6_x,kp6_y,kp6_c,kp7_x,kp7_y,kp7_c,kp8_x,kp8_y,kp8_c,kp9_x,kp9_y,kp9_c,kp10_x,kp10_y,kp10_c,kp11_x,kp11_y,kp11_c,kp12_x,kp12_y,kp12_c,kp13_x,kp13_y,kp13_c,kp14_x,kp14_y,kp14_c
175,5.83917,904,208,0.946283,912,192,0.959121,912,192,0.920443,936,248,0.818131,888,256,0.721711,992,248,0.307476,1032,216,0.93519,1064,280,0.689513,880,280,0.514783,1000,384,0.655405,1008,512,0.358195,816,480,0.259335,1056,360,0.776504,1032,512,0.605089,992,688,0.878777
180,6.006,904,200,0.94711,912,192,0.954683,912,192,0.924811,928,248,0.814217,888,256,0.701473,1000,240,0.296586,1032,216,0.931161,1064,280,0.692584,880,280,0.531581,1000,384,0.674195,1008,504,0.373024,816,480,0.22982,1056,360,0.77738,1032,512,0.60761,1000,688,0.862248
185,6.17283,896,208,0.964457,904,184,0.956836,896,192,0.932476,920,248,0.872489,880,256,0.717183,1008,240,0.362031,1024,216,0.961212,1072,280,0.685345,872,288,0.62015,1000,392,0.659799,1000,520,0.263336,816,480,0.213969,1056,360,0.771859,1032,512,0.606442,1000,688,0.882989
190,6.33967,896,208,0.9645,904,192,0.956233,896,192,0.940349,920,248,0.857213,888,264,0.726304,1008,240,0.379771,1024,216,0.967734,1072,280,0.677376,872,288,0.596384,1000,392,0.644098,1000,520,0.270347,816,480,0.239183,1056,360,0.779258,1032,512,0.588616,1000,688,0.881058
195,6.5065,896,208,0.963271,904,184,0.963231,896,192,0.921672,928,248,0.84083,888,256,0.813506,1008,240,0.346139,1024,208,0.96562,1064,280,0.567162,872,288,0.635542,1008,392,0.657948,1008,512,0.311773,816,488,0.285766,1056,352,0.825168,1032,512,0.614509,992,688,0.907045
200,6.67333,896,200,0.966492,912,192,0.944211,912,192,0.922879,936,248,0.83764,896,272,0.613175,992,248,0.357561,1032,208,0.95016,1064,280,0.64519,872,280,0.556427,1000,392,0.64372,1008,512,0.316671,816,480,0.298701,1056,352,0.828876,1032,512,0.605146,992,688,0.880916
205,6.84017,896,200,0.964486,912,192,0.939674,912,192,0.918721,936,248,0.837656,896,288,0.62083,992,248,0.373349,1032,216,0.949552,1072,280,0.711503,872,280,0.56853,1008,392,0.635534,1008,504,0.389118,816,480,0.190919,1064,360,0.827257,1032,512,0.604993,992,688,0.868511
210,7.007,896,200,0.966339,912,192,0.939951,912,192,0.917852,936,256,0.84132,896,296,0.638926,1000,240,0.373884,1032,216,0.945645,1072,280,0.705852,872,288,0.55129,1000,392,0.645782,1008,512,0.341824,816,480,0.259957,1064,360,0.814149,1032,512,0.629859,992,688,0.882367
215,7.17383,896,208,0.940207,904,192,0.937192,904,200,0.892469,936,256,0.811473,896,264,0.713984,1000,248,0.349624,1024,208,0.960916,1064,280,0.729461,872,280,0.547887,1008,392,0.639764,1008,504,0.367067,816,480,0.220292,1056,360,0.798357,1032,512,0.577265,1000,680,0.873793
220,7.34067,896,208,0.938879,904,192,0.93141,904,200,0.883341,936,248,0.816489,888,264,0.774932,1000,248,0.362242,1024,208,0.975125,1064,280,0.713223,872,280,0.531372,1000,392,0.624743,800,376,0.33504,816,480,0.35731,1056,352,0.787677,1024,512,0.567873,1000,680,0.853044
225,7.5075,904,208,0.942556,904,192,0.932331,904,200,0.89234,936,248,0.831197,896,264,0.774353,1000,248,0.33255,1024,208,0.979067,1072,272,0.676362,872,280,0.576316,1000,392,0.643431,1008,512,0.328052,816,480,0.391919,1056,352,0.802421,1032,512,0.580674,1000,688,0.864005
230,7.67433,904,200,0.972562,912,184,0.951862,912,184,0.938891,944,256,0.852923,888,264,0.618218,1008,240,0.290442,1024,208,0.966455,1064,280,0.73065,880,288,0.53126,1000,392,0.659937,1000,512,0.271514,816,480,0.288812,1056,360,0.823935,1024,512,0.652727,992,688,0.896025
235,7.84117,904,200,0.972178,912,184,0.94925,912,184,0.942957,944,256,0.842664,888,264,0.610504,928,248,0.284538,1024,216,0.955382,1064,280,0.725467,880,288,0.54549,1000,392,0.677483,1008,512,0.2699,816,480,0.284453,1056,360,0.832723,1024,512,0.66347,992,688,0.913481
240,8.008,904,200,0.977606,912,192,0.952031,912,184,0.942638,944,256,0.846359,888,256,0.628208,1008,240,0.302645,1024,208,0.96037,1064,280,0.701981,880,288,0.578794,1000,392,0.694554,1000,512,0.281493,816,480,0.311893,1056,360,0.837634,1024,512,0.668726,992,688,0.921806
245,8.17483,904,200,0.959587,912,192,0.92547,912,192,0.932013,944,256,0.818119,888,256,0.690403,1016,192,0.26348,1032,216,0.943326,1064,280,0.719639,880,288,0.496233,1008,392,0.644706,1008,512,0.340933,816,480,0.304106,1056,360,0.809899,1032,520,0.566263,992,688,0.881501
250,8.34167,904,192,0.928372,912,184,0.917775,912,184,0.894373,944,248,0.810939,888,256,0.660608,928,248,0.244921,1032,216,0.921739,1072,288,0.778076,960,312,0.36281,1000,392,0.630189,800,368,0.308871,816,480,0.316789,1056,360,0.779585,1032,512,0.692292,992,688,0.925206
255,8.5085,912,208,0.95724,920,192,0.939122,912,192,0.94372,944,248,0.837824,896,264,0.690197,984,256,0.348371,1032,208,0.921126,1080,288,0.604671,880,288,0.557794,1016,392,0.641675,808,360,0.43088,816,480,0.447047,1064,352,0.806708,1032,520,0.623021,992,688,0.930663
260,8.67533,912,208,0.97513,920,200,0.965151,912,200,0.970166,952,256,0.842167,912,304,0.579427,1008,248,0.351388,1032,208,0.893144,1080,280,0.619001,880,280,0.561774,1008,384,0.639489,1008,512,0.340675,816,480,0.3115,1056,352,0.812841,1032,520,0.664384,992,688,0.930623
265,8.84217,904,200,0.921035,912,192,0.933654,912,192,0.91165,936,256,0.84857,904,296,0.635036,928,264,0.315106,1032,208,0.885385,1072,288,0.670017,888,280,0.337667,1008,392,0.650241,1008,504,0.34217,800,480,0.154848,1056,360,0.764095,1032,512,0.694502,992,688,0.94735
270,9.009,904,208,0.928144,912,192,0.934713,912,192,0.937656,936,256,0.866961,904,296,0.631017,984,248,0.288935,1040,208,0.877846,1072,288,0.636699,880,280,0.41832,1008,392,0.65212,1008,504,0.361884,800,480,0.142276,1056,360,0.751217,1032,512,0.698852,992,688,0.939095
275,9.17583,896,200,0.941577,912,184,0.911964,904,184,0.892747,936,248,0.860885,880,256,0.736044,992,240,0.335467,1040,208,0.922178,1072,288,0.687199,872,280,0.442355,1000,384,0.626815,1008,504,0.339727,816,488,0.309425,1056,360,0.714789,1032,512,0.654894,992,688,0.933228
280,9.34267,896,192,0.93911,904,184,0.901663,904,184,0.871459,936,256,0.820032,880,256,0.762662,1008,240,0.340692,1032,216,0.921646,1064,296,0.741621,960,328,0.38886,1000,392,0.61746,1008,504,0.400803,816,480,0.197082,1056,360,0.730072,1032,520,0.628572,992,688,0.933856
285,9.5095,896,200,0.905041,904,184,0.897736,904,184,0.843561,952,256,0.814402,880,256,0.751178,992,248,0.331612,1024,208,0.890518,1048,296,0.515676,968,320,0.255395,1032,384,0.636822,1008,504,0.465599,808,480,0.12541,1064,352,0.763472,1032,520,0.57834,992,688,0.94102
290,9.67633,896,200,0.925352,912,184,0.953393,904,192,0.866959,944,248,0.793986,896,256,0.831172,992,248,0.377742,1024,216,0.882609,1040,288,0.50424,936,304,0.434961,1032,384,0.64048,1008,512,0.496556,984,656,0.141022,1056,352,0.770499,1032,520,0.559825,992,688,0.898676
295,9.84317,896,200,0.949071,912,184,0.970475,904,192,0.888868,944,248,0.837567,888,256,0.833705,1000,240,0.417658,1024,208,0.931631,1016,280,0.497831,896,288,0.507676,1032,384,0.674367,1008,504,0.460338,816,480,0.168346,1056,344,0.809002,1032,520,0.558923,992,688,0.905126
300,10.01,896,208,0.943801,904,192,0.950744,896,192,0.894341,944,248,0.780993,888,256,0.864262,1000,240,0.485698,1024,208,0.951201,1040,280,0.575513,936,304,0.51451,1032,392,0.657779,1008,512,0.445821,816,488,0.187029,1056,352,0.815951,1032,520,0.586987,992,688,0.922386
305,10.1768,904,200,0.964536,912,192,0.941667,912,192,0.932684,952,248,0.839578,904,256,0.749653,1016,184,0.365235,1024,208,0.937815,1000,288,0.696357,880,280,0.546337,1032,384,0.707483,1008,512,0.403953,816,488,0.28718,1056,352,0.828171,848,368,0.529861,992,688,0.902804
310,10.3437,904,208,0.976117,912,192,0.95277,912,192,0.943076,952,248,0.8444,896,256,0.754409,1016,184,0.395043,1024,208,0.936303,1000,288,0.680898,888,280,0.57234,1032,384,0.698624,1008,520,0.43169,816,488,0.267781,1056,352,0.857809,848,368,0.506259,992,688,0.894838
315,10.5105,904,200,0.950756,912,192,0.953961,912,192,0.922873,952,248,0.821676,896,256,0.762098,1016,184,0.371852,1024,208,0.925687,1008,288,0.550931,896,288,0.471862,1032,384,0.688382,1008,512,0.441509,816,488,0.271166,1056,352,0.842929,1032,520,0.527313,1000,688,0.896605
320,10.6773,904,216,0.921185,904,200,0.972797,904,200,0.913029,952,256,0.79825,904,256,0.841166,992,248,0.428971,1024,208,0.949435,1024,272,0.588929,944,296,0.547818,1032,384,0.669753,1008,520,0.449595,816,488,0.22206,1056,352,0.849565,848,376,0.525439,1000,688,0.894437
325,10.8442,904,216,0.94526,912,200,0.978962,904,200,0.927772,944,256,0.846061,896,264,0.824286,992,248,0.470593,1024,208,0.937344,1032,264,0.492585,952,288,0.47606,1032,384,0.681255,1008,512,0.40709,808,488,0.181572,1056,344,0.828964,848,376,0.527222,1000,688,0.869499
330,11.011,904,216,0.933319,912,200,0.966846,904,200,0.915757,944,256,0.877971,888,256,0.838106,1008,184,0.45427,1024,208,0.920398,1008,272,0.463089,904,288,0.471452,1040,376,0.683624,1008,512,0.393461,816,488,0.234837,1056,344,0.845031,848,368,0.54467,992,688,0.860084
335,11.1778,904,208,0.940188,912,192,0.957836,912,192,0.892328,952,256,0.851841,888,256,0.834764,1024,192,0.439862,1024,208,0.85982,1008,280,0.417545,904,288,0.429466,1040,384,0.660372,1008,512,0.47397,808,480,0.169726,1056,344,0.826793,1032,520,0.530665,992,688,0.891043
340,11.3447,904,208,0.931638,904,192,0.93721,904,192,0.913519,952,256,0.890856,888,256,0.781667,1016,184,0.37151,1016,208,0.850997,992,288,0.479127,888,272,0.49642,1032,376,0.661809,1008,504,0.447522,816,480,0.267044,1056,344,0.855515,1032,520,0.514269,992,688,0.893379
345,11.5115,904,208,0.891182,904,200,0.938675,904,200,0.913667,960,256,0.853712,904,264,0.716518,1016,184,0.357056,1008,208,0.835836,984,288,0.49966,880,272,0.53216,1040,376,0.665275,1008,512,0.528838,800,480,0.155258,1056,344,0.813885,1032,520,0.446427,992,688,0.873219
350,11.6783,912,192,0.844896,920,184,0.826407,912,184,0.871044,936,248,0.845172,896,280,0.742947,1016,176,0.326578,1016,208,0.855852,984,280,0.519577,864,272,0.47531,1032,384,0.660323,1008,512,0.568914,800,480,0.167673,1056,344,0.836399,840,352,0.433809,992,688,0.869557
355,11.8452,904,192,0.80986,920,184,0.783132,912,184,0.825772,928,248,0.739143,888,288,0.841337,1016,184,0.352882,1024,208,0.939753,984,288,0.462358,920,280,0.33428,1016,392,0.615526,1000,504,0.454777,800,480,0.254324,1056,344,0.791367,1032,520,0.53816,992,688,0.905828
360,12.012,904,184,0.841383,920,176,0.784798,912,176,0.867623,920,248,0.820986,888,304,0.618791,1016,176,0.342361,1024,208,0.955194,952,288,0.614783,856,264,0.434301,1008,392,0.635228,1000,504,0.398195,800,472,0.184886,1040,352,0.789242,1032,512,0.641657,992,688,0.910457
365,12.1788,896,216,0.917443,904,200,0.900268,896,200,0.89647,928,256,0.790744,896,288,0.666519,1008,184,0.363604,1024,208,0.916178,960,288,0.477501,864,288,0.487163,1000,392,0.615837,808,360,0.333511,816,480,0.346285,1048,368,0.77816,1024,512,0.679558,992,688,0.935648
370,12.3457,904,216,0.884244,912,208,0.885768,904,200,0.861619,936,256,0.769707,896,296,0.618686,1008,184,0.323551,1024,208,0.956191,968,280,0.703755,872,288,0.616453,1008,392,0.652814,1000,496,0.382173,800,480,0.239259,1048,352,0.807886,1024,512,0.636488,992,688,0.955319
375,12.5125,904,216,0.835245,912,200,0.81561,904,200,0.817576,944,256,0.745768,904,288,0.573979,1016,184,0.34962,1024,216,0.923557,960,280,0.638424,864,296,0.596131,1008,392,0.673857,1000,496,0.438449,808,480,0.199018,1048,360,0.777343,1032,512,0.621047,992,688,0.940348
380,12.6793,896,208,0.811214,904,192,0.778408,904,192,0.808524,936,256,0.769284,904,296,0.509617,1008,176,0.314869,1024,208,0.891354,960,280,0.481856,864,288,0.585556,1008,400,0.685438,992,504,0.604562,992,664,0.252145,1048,376,0.759251,1024,512,0.681333,1000,688,0.924744
385,12.8462,896,208,0.796822,904,192,0.769135,904,192,0.784941,936,248,0.718449,896,288,0.518173,1016,184,0.268505,1024,208,0.882198,960,280,0.483825,872,288,0.555967,1008,400,0.695087,1000,504,0.537844,984,672,0.192606,1056,368,0.76114,1032,512,0.648529,1000,680,0.894452
390,13.013,904,208,0.815138,904,192,0.822372,904,192,0.80006,928,240,0.722177,896,272,0.584608,1008,184,0.285215,1024,208,0.883915,984,272,0.524378,896,280,0.547634,1016,400,0.669815,1000,504,0.63278,992,672,0.243902,1056,368,0.802285,1032,512,0.582234,1000,680,0.882662
395,13.1798,896,200,0.849574,896,192,0.867317,896,184,0.847551,912,240,0.818304,888,280,0.482888,1000,168,0.297877,1024,208,0.90776,984,264,0.670347,864,280,0.632976,1000,408,0.739365,992,512,0.667405,992,680,0.500136,1056,384,0.818171,1024,512,0.709452,1000,688,0.854464
400,13.3467,896,208,0.893653,904,200,0.882083,896,192,0.840309,920,240,0.825569,896,264,0.547767,1008,168,0.308078,1016,208,0.904064,984,272,0.756019,864,280,0.685807,1000,392,0.66078,992,504,0.584974,992,688,0.291738,1056,368,0.75523,1024,512,0.650077,1000,688,0.871771
405,13.5135,888,208,0.861356,896,192,0.872892,888,192,0.851239,920,248,0.768852,888,264,0.632007,1000,160,0.397997,1016,208,0.926767,984,256,0.504443,864,280,0.658155,1024,392,0.640117,1000,512,0.691815,992,672,0.303418,1064,344,0.797704,984,352,0.430172,992,688,0.796475
410,13.6803,904,216,0.842678,904,200,0.931636,896,200,0.853051,936,248,0.676188,888,256,0.704258,1008,184,0.332777,1024,208,0.939944,1040,256,0.608018,912,256,0.534149,1032,392,0.685657,1000,512,0.684336,992,688,0.335153,1056,352,0.772756,816,368,0.527591,1000,680,0.727566
415,13.8472,904,232,0.851783,904,208,0.877634,904,216,0.839524,952,248,0.672135,896,264,0.578053,1000,184,0.196276,1016,208,0.925273,992,256,0.590382,904,264,0.546272,1024,400,0.624351,1000,512,0.617052,816,472,0.426755,1056,360,0.791978,1024,520,0.527394,1000,688,0.805072
420,14.014,912,224,0.809708,912,208,0.885932,904,208,0.836243,944,248,0.652292,888,256,0.662604,1008,184,0.230397,1008,208,0.917228,1016,248,0.454108,848,272,0.492795,1040,384,0.610322,1008,528,0.747017,1000,680,0.452595,1056,344,0.831774,952,368,0.417696,1000,696,0.620297
425,14.1808,920,224,0.753341,920,208,0.817685,920,216,0.811233,960,264,0.577218,912,272,0.596633,952,352,0.253377,1008,216,0.837826,1040,280,0.328347,904,272,0.407431,1032,416,0.615848,1000,528,0.751696,992,688,0.62239,1056,376,0.749926,1024,520,0.466776,1000,688,0.639525
430,14.3477,936,232,0.78155,936,216,0.801036,928,224,0.803338,968,288,0.562907,928,360,0.362124,992,336,0.244532,1024,232,0.715497,1032,352,0.322612,928,280,0.251747,1032,424,0.575634,1008,536,0.658302,1000,704,0.438854,1056,392,0.604712,1024,528,0.451495,992,688,0.602128
435,14.5145,904,216,0.934488,904,200,0.964572,896,208,0.948004,936,240,0.732939,896,248,0.603177,1016,168,0.584428,1008,208,0.887827,960,248,0.497073,872,248,0.556604,1032,408,0.49875,1008,536,0.691179,1000,696,0.460368,1040,352,0.759653,960,376,0.460045,840,392,0.692813
440,14.6813,912,224,0.865771,912,208,0.844415,904,208,0.867486,936,240,0.644602,872,248,0.510352,1008,160,0.364747,1008,208,0.972505,968,248,0.434614,880,248,0.66089,1032,392,0.584898,1000,528,0.831985,992,680,0.520078,1040,344,0.78367,952,376,0.348828,992,688,0.612777
445,14.8482,912,216,0.784407,920,200,0.780974,912,208,0.83399,936,248,0.621169,872,256,0.412385,856,248,0.174514,1000,200,0.995845,1008,248,0.503106,888,248,0.744402,1032,384,0.616374,1000,520,0.698239,992,672,0.335477,1032,344,0.764399,880,368,0.292823,992,688,0.644348
