frame,time_sec,kp0_x,kp0_y,kp0_c,kp1_x,kp1_y,kp1_c,kp2_x,kp2_y,kp2_c,kp3_x,kp3_y,kp3_c,kp4_x,kp4_y,kp4_c,kp5_x,kp5_y,kp5_c,kp6_x,kp6_y,kp6_c,kp7_x,kp7_y,kp7_c,kp8_x,kp8_y,kp8_c,kp9_x,kp9_y,kp9_c,kp10_x,kp10_y,kp10_c,kp11_x,kp11_y,kp11_c,kp12_x,kp12_y,kp12_c,kp13_x,kp13_y,kp13_c,kp14_x,kp14_y,kp14_c
50,1.66833,920,288,0.688451,936,280,0.662366,912,280,0.755114,880,312,0.616475,808,368,0.312042,800,368,0.182714,1032,320,0.630614,1104,416,0.358849,1088,472,0.265197,904,488,0.403076,880,416,0.184448,880,496,0.138265,1032,512,0.466078,1064,696,0.174478,0,0,0
55,1.83517,928,288,0.760983,944,280,0.758495,912,280,0.823447,856,320,0.677475,808,376,0.363789,816,368,0.179516,1032,320,0.646512,1104,416,0.420145,1080,472,0.417313,904,504,0.45502,944,664,0.149961,0,0,0,1032,512,0.579681,1056,688,0.239645,0,0,0
60,2.002,928,288,0.618381,944,272,0.590714,912,272,0.678449,872,296,0.480184,824,368,0.317339,816,384,0.215998,1016,312,0.415204,1032,376,0.217594,0,0,0,888,456,0.288883,0,0,0,0,0,0,1008,496,0.275034,0,0,0,0,0,0
65,2.16883,928,296,0.805189,952,280,0.819665,920,280,0.879672,864,312,0.710669,816,392,0.424573,816,400,0.357511,1032,320,0.746371,1104,424,0.519257,1080,480,0.537957,896,512,0.469133,936,672,0.187179,0,0,0,1032,520,0.638597,1048,680,0.299965,1072,808,0.15026
70,2.33567,928,296,0.82922,952,280,0.816205,912,280,0.868981,864,320,0.645872,816,384,0.355391,808,400,0.274404,1040,320,0.722431,1104,424,0.491458,1080,472,0.475074,904,512,0.440894,936,664,0.166462,0,0,0,1040,520,0.619764,1056,688,0.273973,1064,800,0.11164
75,2.5025,928,296,0.782903,944,280,0.760978,920,280,0.827275,880,320,0.587451,808,368,0.233033,0,0,0,1040,320,0.708764,1104,424,0.506354,1080,472,0.418094,904,520,0.419241,944,664,0.15858,0,0,0,1040,528,0.595821,1056,696,0.280557,1064,792,0.118602
80,2.66933,928,296,0.873133,944,280,0.843437,912,280,0.887638,880,336,0.661302,824,400,0.289869,808,392,0.17234,1040,320,0.792252,1112,432,0.638438,1064,480,0.616883,904,528,0.462134,936,680,0.251961,1016,848,0.141097,1040,528,0.681318,1064,696,0.337394,1072,808,0.202735
85,2.83617,928,288,0.801541,944,280,0.775519,920,280,0.834302,880,328,0.601434,816,384,0.234436,800,360,0.118707,1040,320,0.738463,1112,424,0.601007,1056,480,0.580531,912,528,0.407494,944,664,0.154869,0,0,0,1048,536,0.63696,1064,696,0.288405,1072,808,0.141407
90,3.003,928,288,0.79952,944,280,0.777342,920,280,0.836533,880,336,0.630102,824,400,0.302495,824,416,0.149998,1040,320,0.761251,1112,432,0.612426,1056,480,0.596002,912,520,0.463753,936,672,0.208165,1016,840,0.106359,1040,528,0.666221,1064,696,0.314422,1072,808,0.17621
95,3.16983,928,288,0.497197,936,280,0.469426,912,272,0.520504,880,320,0.326498,808,368,0.254218,816,368,0.154056,1024,328,0.329204,1072,408,0.186543,0,0,0,888,496,0.261341,0,0,0,0,0,0,1024,536,0.344162,1064,696,0.145242,0,0,0
100,3.33667,928,288,0.652443,936,280,0.598846,912,272,0.699433,880,320,0.440995,832,384,0.244603,824,408,0.117539,1032,320,0.569501,1088,416,0.313476,1088,472,0.142731,896,496,0.364776,0,0,0,0,0,0,1032,520,0.463734,1056,696,0.212805,0,0,0
105,3.5035,920,288,0.664792,936,272,0.618738,912,272,0.713425,880,320,0.456332,824,384,0.283988,824,392,0.151201,1024,320,0.556466,1072,400,0.26105,1088,472,0.123938,896,488,0.36648,0,0,0,0,0,0,1032,504,0.446052,1064,696,0.167539,0,0,0
110,3.67033,936,296,0.921309,952,280,0.908745,920,280,0.953945,848,320,0.824085,792,432,0.555928,832,408,0.406969,1048,320,0.931814,1104,424,0.773524,1072,480,0.675593,888,536,0.579573,928,672,0.292232,1016,856,0.19199,1032,528,0.741932,1056,688,0.362011,1096,816,0.273717
115,3.83717,936,296,0.911449,952,280,0.903457,920,280,0.948752,848,320,0.806022,800,432,0.509568,824,400,0.298231,1048,320,0.925868,1104,416,0.752349,1072,480,0.674893,888,544,0.494649,928,672,0.251138,1016,848,0.173101,1040,528,0.721049,1056,688,0.361618,1088,816,0.252629
120,4.004,936,296,0.899149,952,272,0.893903,920,272,0.925334,848,320,0.802042,800,432,0.51286,832,400,0.411003,1040,320,0.907226,1104,416,0.739535,1072,480,0.661888,888,544,0.510749,928,680,0.251732,1016,848,0.17321,1040,536,0.691141,1056,688,0.357725,1088,816,0.246316
125,4.17083,928,296,0.913693,952,280,0.903212,912,272,0.919066,848,320,0.765719,792,432,0.49253,832,400,0.518064,1040,320,0.877184,1104,416,0.688516,1080,480,0.665413,888,536,0.498922,936,672,0.233472,1016,840,0.144523,1040,528,0.674695,1064,688,0.329289,1088,808,0.222496
130,4.33767,928,304,0.930288,952,280,0.924891,912,280,0.94336,848,320,0.803427,792,448,0.562908,840,392,0.5272,1040,320,0.910881,1096,408,0.728351,1088,480,0.691345,896,536,0.553534,936,664,0.306649,1016,848,0.165494,1032,520,0.742917,1064,680,0.351982,1088,808,0.231181
135,4.5045,928,296,0.921161,952,280,0.930913,912,280,0.942799,848,320,0.810489,800,456,0.546186,840,400,0.49251,1040,312,0.910564,1096,408,0.717624,1088,488,0.675093,896,536,0.541208,936,664,0.287276,1024,848,0.155311,1032,520,0.731589,1056,680,0.327485,1088,808,0.208479
140,4.67133,920,288,0.632392,944,272,0.613241,912,280,0.667959,856,320,0.61247,816,384,0.357966,848,384,0.3018,1032,320,0.658673,1088,392,0.398046,1096,472,0.350196,904,512,0.433939,960,656,0.125834,0,0,0,1032,512,0.570963,1064,688,0.198977,0,0,0
145,4.83817,920,296,0.629845,936,280,0.581109,904,280,0.649598,856,320,0.592503,808,384,0.285744,880,384,0.158999,1024,320,0.634173,1088,392,0.311573,1088,480,0.29068,896,512,0.444542,960,656,0.128914,0,0,0,1032,512,0.595063,1064,688,0.212258,0,0,0
150,5.005,920,288,0.544489,936,272,0.510105,904,272,0.56593,856,320,0.472315,808,376,0.279753,840,408,0.124859,1024,320,0.526877,1080,376,0.221062,0,0,0,888,496,0.368347,0,0,0,0,0,0,1024,512,0.443339,1072,696,0.125719,0,0,0
155,5.17183,928,320,0.741211,952,304,0.752356,920,296,0.806407,832,328,0.821701,800,440,0.485514,848,400,0.463958,1040,320,0.89679,1096,408,0.705424,1088,480,0.639727,896,536,0.536442,936,664,0.276001,1016,848,0.168795,1032,520,0.722604,1056,688,0.342208,1088,816,0.208761
160,5.33867,944,304,0.777858,952,288,0.782965,920,288,0.780892,832,336,0.857578,808,464,0.727778,872,392,0.66736,1040,320,0.902945,1096,408,0.719157,1096,488,0.660873,896,544,0.641315,936,680,0.317383,1024,864,0.223477,1032,520,0.753445,1056,688,0.402104,1096,824,0.298717
165,5.5055,944,304,0.814557,952,280,0.814595,920,288,0.812156,832,328,0.861964,808,464,0.70218,872,400,0.594484,1040,320,0.911463,1096,408,0.723992,1088,488,0.548788,888,544,0.550557,928,672,0.272621,1016,848,0.18789,1032,528,0.714225,1048,688,0.368163,1080,816,0.249301
170,5.67233,936,304,0.7653,952,288,0.784914,920,288,0.778357,840,328,0.863329,808,464,0.756586,872,392,0.691338,1040,320,0.904054,1096,416,0.725107,1080,480,0.636084,896,544,0.661151,936,672,0.334796,1024,856,0.217165,1032,520,0.753318,1056,688,0.386309,1096,816,0.264637
175,5.83917,936,304,0.749094,952,288,0.755159,920,288,0.756195,840,320,0.870395,808,456,0.745945,872,400,0.643827,1040,320,0.903767,1096,416,0.734981,1080,480,0.617838,896,544,0.611498,936,672,0.311846,1016,848,0.200723,1032,528,0.738072,1056,688,0.370749,1088,816,0.254884
180,6.006,936,312,0.712526,952,296,0.715197,920,296,0.747317,840,328,0.867667,808,456,0.692621,872,400,0.626395,1040,320,0.920833,1104,416,0.774252,1080,488,0.671263,896,544,0.651224,936,672,0.351332,1024,856,0.224999,1032,520,0.769152,1064,688,0.411701,1104,824,0.299634
185,6.17283,936,296,0.817395,952,280,0.840363,920,280,0.833056,848,320,0.848068,808,432,0.541287,848,408,0.418577,1048,320,0.916841,1104,416,0.779289,1080,488,0.669979,904,528,0.571506,952,656,0.263702,1016,848,0.14642,1040,512,0.762386,1064,688,0.315667,1096,816,0.182652
190,6.33967,936,296,0.766466,952,280,0.796128,920,280,0.787657,848,320,0.845453,808,440,0.590662,864,408,0.452347,1048,320,0.898415,1104,416,0.763655,1080,488,0.707579,912,528,0.564998,944,656,0.234224,1016,840,0.121091,1032,512,0.728984,1064,688,0.285312,1088,808,0.152264
195,6.5065,928,304,0.724538,952,280,0.753044,912,288,0.758082,848,320,0.840219,808,432,0.497125,848,392,0.527085,1040,320,0.883995,1096,416,0.708213,1080,488,0.669282,912,520,0.526118,952,656,0.21285,1008,848,0.12185,1032,504,0.72224,1064,680,0.278884,1072,808,0.136593
200,6.67333,936,288,0.81043,952,272,0.845041,920,272,0.876932,840,320,0.866711,808,456,0.727479,864,392,0.650095,1024,312,0.820196,1088,400,0.603259,1088,480,0.668106,896,536,0.538634,944,656,0.254563,1016,824,0.107732,1032,512,0.691707,1056,680,0.254722,1072,800,0.129846
205,6.84017,928,280,0.813209,944,272,0.822367,912,272,0.839762,840,320,0.838433,800,464,0.634368,856,400,0.607393,1032,312,0.799922,1096,408,0.579628,1088,488,0.592913,888,536,0.51307,936,664,0.221009,0,0,0,1032,520,0.660604,1056,680,0.25722,1064,792,0.124773
210,7.007,928,280,0.810204,944,272,0.822705,912,272,0.840907,840,320,0.838708,800,456,0.614465,848,400,0.584419,1032,312,0.776385,1088,400,0.548061,1088,480,0.604222,896,536,0.540052,944,664,0.205492,0,0,0,1032,520,0.645597,1064,688,0.239965,1064,784,0.100116
215,7.17383,936,304,0.915274,952,280,0.9239,920,280,0.918545,832,320,0.860564,800,464,0.762195,872,392,0.687243,1040,320,0.922726,1096,416,0.747776,1080,496,0.669978,896,552,0.609993,928,672,0.309184,1016,856,0.200446,1040,520,0.716522,1064,696,0.353366,1088,816,0.227273
220,7.34067,936,296,0.918664,952,280,0.928875,920,272,0.935543,840,320,0.874793,808,448,0.787482,880,392,0.621042,1040,320,0.912783,1096,416,0.755724,1080,496,0.695759,896,544,0.643883,936,672,0.341311,1016,856,0.213705,1032,520,0.75925,1064,688,0.382524,1096,816,0.258041
225,7.5075,936,296,0.905296,952,280,0.92302,920,280,0.925903,840,320,0.859608,808,448,0.763099,880,392,0.627296,1040,320,0.910309,1104,416,0.758733,1080,496,0.675857,896,552,0.588883,936,672,0.314002,1016,848,0.189125,1040,528,0.735613,1064,688,0.376752,1096,816,0.252021
230,7.67433,928,280,0.832146,944,272,0.830204,912,272,0.843263,840,328,0.831158,808,440,0.599748,864,408,0.418495,1032,320,0.805935,1104,416,0.575139,1080,488,0.593034,888,552,0.454433,936,704,0.176606,0,0,0,1040,536,0.631852,1064,696,0.290179,1072,800,0.143508
235,7.84117,928,288,0.775369,944,272,0.805917,912,272,0.817835,840,328,0.843115,800,440,0.609151,856,416,0.410154,1032,320,0.839943,1096,408,0.619886,1080,496,0.6113,880,544,0.497328,928,704,0.241848,1016,848,0.152041,1032,528,0.658243,1056,696,0.337521,1080,816,0.187808
240,8.008,928,288,0.723692,944,280,0.721839,920,272,0.757099,848,328,0.804779,808,424,0.468999,848,408,0.312025,1024,320,0.682382,1080,376,0.273015,1088,472,0.15417,872,544,0.239336,0,0,0,0,0,0,1032,544,0.276341,1072,696,0.109517,0,0,0
245,8.17483,928,296,0.861976,944,272,0.859118,912,272,0.862963,832,328,0.850663,808,432,0.693134,872,408,0.630276,1032,320,0.783128,1088,392,0.510213,1088,472,0.556612,880,536,0.543226,928,672,0.263048,1016,848,0.137229,1024,528,0.599893,1048,680,0.311609,1064,808,0.19587
250,8.34167,936,304,0.853339,952,280,0.842867,920,280,0.832744,840,320,0.831616,808,432,0.660919,872,400,0.636409,1032,312,0.707355,1088,384,0.401084,1096,464,0.360779,880,544,0.387978,928,720,0.120803,0,0,0,1024,528,0.410478,1064,696,0.184513,0,0,0
255,8.5085,936,304,0.885386,952,280,0.884661,920,280,0.860284,840,320,0.808715,808,432,0.54742,872,408,0.534438,1032,320,0.769627,1088,392,0.455667,1096,456,0.44798,880,536,0.399645,920,656,0.138893,0,0,0,1024,528,0.462851,1056,680,0.209957,1064,784,0.107957
260,8.67533,928,296,0.829592,952,272,0.83909,912,272,0.830613,832,328,0.840742,808,448,0.638504,872,408,0.56598,1032,320,0.754811,1088,392,0.383919,1096,456,0.368524,888,552,0.409712,928,712,0.14676,0,0,0,1032,552,0.490538,1056,696,0.221137,1064,792,0.10771
265,8.84217,928,304,0.878535,952,280,0.867283,912,280,0.855375,832,328,0.866334,808,448,0.705504,856,416,0.67874,1040,320,0.849642,1088,392,0.522771,1096,464,0.556813,888,544,0.486279,920,664,0.26574,960,848,0.149335,1032,536,0.524479,1064,688,0.256345,1072,808,0.16111
270,9.009,936,296,0.839439,952,272,0.860962,912,280,0.835041,840,328,0.862382,808,448,0.655749,864,416,0.588678,1032,320,0.776254,1088,392,0.446085,1096,464,0.433155,896,560,0.458028,936,696,0.216285,968,848,0.109614,1032,544,0.531967,1064,696,0.261707,1072,808,0.147938
275,9.17583,936,288,0.810963,952,272,0.821436,920,272,0.835575,832,320,0.822735,808,456,0.654041,856,432,0.670422,1000,304,0.588932,1048,368,0.272019,1072,416,0.12783,896,536,0.474365,944,712,0.132389,0,0,0,1016,520,0.447635,1072,680,0.117105,0,0,0
280,9.34267,872,288,0.128149,0,0,0,880,280,0.113421,840,328,0.295235,808,408,0.250397,840,416,0.124992,912,320,0.11025,928,368,0.116604,0,0,0,880,464,0.185308,0,0,0,0,0,0,920,440,0.101255,0,0,0,0,0,0
285,9.5095,936,288,0.755537,952,272,0.786068,920,272,0.787437,832,328,0.843296,808,440,0.636214,848,432,0.531256,1008,320,0.54425,1064,376,0.23625,0,0,0,896,528,0.434222,936,664,0.104377,0,0,0,1024,528,0.339657,0,0,0,0,0,0
290,9.67633,928,272,0.251433,944,264,0.208119,920,264,0.287458,856,328,0.337312,816,400,0.273258,824,440,0.187274,1040,320,0.235443,1080,392,0.101211,0,0,0,904,528,0.219876,0,0,0,0,0,0,1024,536,0.209706,0,0,0,0,0,0
295,9.84317,936,280,0.663228,952,264,0.65232,920,264,0.694387,840,328,0.803467,808,440,0.714943,872,416,0.582584,1008,320,0.449209,1080,400,0.163385,0,0,0,896,552,0.403851,928,712,0.165121,0,0,0,1032,536,0.435038,1064,704,0.186165,0,0,0
300,10.01,944,272,0.877623,952,256,0.789497,920,256,0.85851,840,328,0.867967,808,448,0.749363,864,416,0.664744,1032,320,0.676959,1104,416,0.404389,1088,464,0.229229,888,536,0.529851,920,664,0.310359,960,848,0.15287,1024,528,0.587519,1048,680,0.299599,1064,808,0.182989
305,10.1768,944,272,0.941624,960,256,0.818136,928,256,0.897931,840,328,0.88723,808,448,0.809249,880,408,0.671586,1048,312,0.914925,1112,424,0.699778,1064,480,0.576307,904,544,0.574486,928,664,0.336058,1016,848,0.216712,1040,528,0.728966,1056,688,0.354029,1088,824,0.232012
310,10.3437,944,272,0.932706,960,256,0.81869,928,256,0.89151,840,328,0.891211,808,448,0.798456,872,408,0.646174,1040,312,0.867323,1104,408,0.608823,1080,472,0.538279,896,536,0.57468,928,664,0.323359,1016,848,0.180956,1032,512,0.701122,1048,680,0.320572,1080,816,0.212425
315,10.5105,936,264,0.671062,944,248,0.641971,920,256,0.708496,864,328,0.750808,832,424,0.453044,856,424,0.452743,1040,320,0.662304,1104,432,0.4403,1000,432,0.190069,904,544,0.478818,944,696,0.205963,1024,856,0.132107,1032,528,0.603303,1056,696,0.259882,1088,824,0.149409
320,10.6773,936,272,0.911,952,256,0.889403,920,256,0.857078,848,328,0.895979,800,456,0.673516,840,448,0.767048,1048,320,0.916566,1112,424,0.685934,1072,488,0.376449,896,544,0.698676,936,680,0.384282,1016,872,0.233413,1032,528,0.776476,1064,696,0.401712,1104,832,0.304743
325,10.8442,936,272,0.57898,952,256,0.512693,920,264,0.590898,880,336,0.588487,840,432,0.329101,872,400,0.335288,1032,320,0.536121,1104,416,0.313695,1096,448,0.137311,912,512,0.489378,936,664,0.176974,1016,872,0.162034,1024,512,0.601843,1040,688,0.20408,1080,824,0.144476
330,11.011,944,280,0.403388,960,272,0.360495,936,272,0.432001,888,336,0.540526,832,400,0.272307,880,400,0.214765,1024,336,0.419698,1104,424,0.295517,1088,464,0.143215,920,512,0.444225,976,704,0.127283,1024,864,0.11657,1032,512,0.555989,1040,696,0.171632,1088,824,0.102606
335,11.1778,936,272,0.848673,952,248,0.816285,928,248,0.836788,856,320,0.689138,808,408,0.357814,880,400,0.230802,1040,336,0.743269,1112,424,0.502004,1088,464,0.226415,888,544,0.495553,960,720,0.216255,0,0,0,1040,536,0.653959,1064,712,0.271241,0,0,0
340,11.3447,936,264,0.737415,952,248,0.757701,920,248,0.734062,856,320,0.579123,808,416,0.307568,872,400,0.278149,1024,336,0.529845,1048,400,0.313674,1032,400,0.215054,880,528,0.361438,0,0,0,0,0,0,1016,512,0.526092,1056,656,0.107697,0,0,0
345,11.5115,936,264,0.893708,952,248,0.873647,920,248,0.868832,848,320,0.7834,808,440,0.493094,872,408,0.501941,1032,328,0.712662,1088,424,0.420924,1008,416,0.466134,888,536,0.504664,928,672,0.250705,1016,848,0.132422,1024,528,0.722425,1048,680,0.331424,1080,816,0.167517
350,11.6783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,11.8452,0,0,0,0,0,0,0,0,0,0,0,0,824,328,0.138469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,12.012,0,0,0,0,0,0,0,0,0,0,0,0,832,320,0.103115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,12.1788,944,272,0.813101,960,256,0.736271,928,256,0.794976,848,304,0.568289,800,400,0.257275,856,392,0.122093,1024,304,0.506609,1072,376,0.242036,1080,392,0.128398,880,512,0.321734,0,0,0,0,0,0,1016,512,0.42979,0,0,0,0,0,0
370,12.3457,944,280,0.872825,960,264,0.779348,928,256,0.839016,848,312,0.701828,808,400,0.352058,872,400,0.251921,1016,312,0.548819,1056,384,0.226915,1040,384,0.143941,872,512,0.353533,0,0,0,0,0,0,1016,512,0.398604,0,0,0,0,0,0
375,12.5125,944,280,0.525388,952,264,0.489757,928,264,0.510311,904,320,0.317104,880,360,0.246754,872,400,0.236002,1016,320,0.293114,1040,376,0.126206,0,0,0,920,472,0.294376,0,0,0,0,0,0,1008,472,0.19076,0,0,0,0,0,0
380,12.6793,904,288,0.218021,920,272,0.173767,904,272,0.204373,848,312,0.247169,808,360,0.214913,848,384,0.14588,920,320,0.146669,920,368,0.122658,0,0,0,848,448,0.155912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,12.8462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,13.013,936,280,0.363012,944,264,0.342921,920,264,0.369532,880,312,0.273202,832,376,0.215647,880,384,0.123078,1008,296,0.201182,1024,336,0.16281,0,0,0,912,464,0.136008,0,0,0,0,0,0,984,456,0.102163,0,0,0,0,0,0
395,13.1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,13.3467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,13.5135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,13.6803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,13.8472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,14.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,528,0.102447,0,0,0,0,0,0
425,14.1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,14.3477,872,320,0.145773,872,312,0.105128,864,312,0.11824,848,328,0.137069,824,360,0.185075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,14.5145,1472,920,0.111031,1480,920,0.115101,1480,920,0.103279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,14.6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,14.8482,864,320,0.113589,0,0,0,864,320,0.103663,864,320,0.117465,832,368,0.174878,880,384,0.127322,0,0,0,0,0,0,0,0,0,952,456,0.18289,0,0,0,0,0,0,1032,512,0.15395,0,0,0,0,0,0
450,15.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,15.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,15.3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,15.5155,872,304,0.182664,872,304,0.137226,872,304,0.174223,856,320,0.28848,816,384,0.269068,856,416,0.161011,912,328,0.123236,1120,416,0.125411,0,0,0,928,496,0.237222,0,0,0,0,0,0,1048,520,0.360789,0,0,0,0,0,0
470,15.6823,864,328,0.205783,864,320,0.162375,856,320,0.180255,856,320,0.19815,824,392,0.199748,888,400,0.165908,888,344,0.108698,904,368,0.111791,0,0,0,840,464,0.122817,0,0,0,0,0,0,1032,520,0.111071,0,0,0,0,0,0
475,15.8492,928,280,0.614902,944,272,0.563659,920,272,0.675084,856,328,0.76481,808,432,0.573653,888,400,0.587099,1048,320,0.730491,1120,408,0.538818,1000,432,0.389958,904,536,0.378857,944,664,0.178398,1016,864,0.155218,1056,536,0.520619,1072,704,0.278206,1104,832,0.182493
480,16.016,928,280,0.670214,936,264,0.646403,912,264,0.738722,848,328,0.864083,816,432,0.451689,872,400,0.410434,1048,320,0.762142,1128,408,0.55174,1096,472,0.423165,888,552,0.350322,936,664,0.127201,1016,856,0.108313,1056,544,0.487175,1072,696,0.305168,1096,824,0.133814
485,16.1828,944,296,0.8607,952,272,0.820463,920,280,0.870828,848,328,0.859798,816,432,0.507937,848,424,0.373179,1040,320,0.782528,1136,416,0.60809,1072,472,0.408014,904,536,0.457522,960,704,0.172184,0,0,0,1064,544,0.590002,1080,696,0.319461,1088,824,0.127816
490,16.3497,944,296,0.778264,960,280,0.711186,928,280,0.7835,864,328,0.64295,832,408,0.326746,848,416,0.216505,1040,320,0.645883,1128,416,0.475339,1104,456,0.336305,928,512,0.49104,968,648,0.207168,1024,856,0.110875,1048,512,0.642648,1072,688,0.265621,1096,832,0.109529
