frame,time_sec,kp0_x,kp0_y,kp0_c,kp1_x,kp1_y,kp1_c,kp2_x,kp2_y,kp2_c,kp3_x,kp3_y,kp3_c,kp4_x,kp4_y,kp4_c,kp5_x,kp5_y,kp5_c,kp6_x,kp6_y,kp6_c,kp7_x,kp7_y,kp7_c,kp8_x,kp8_y,kp8_c,kp9_x,kp9_y,kp9_c,kp10_x,kp10_y,kp10_c,kp11_x,kp11_y,kp11_c,kp12_x,kp12_y,kp12_c,kp13_x,kp13_y,kp13_c,kp14_x,kp14_y,kp14_c
200,6.67333,720,424,0.995818,744,400,0.946866,696,392,0.953135,648,520,0.678637,528,680,0.575776,616,656,0.700626,888,488,0.755721,976,640,0.755515,904,560,0.604059,728,784,0.644194,824,952,0.204399,0,0,0,896,760,0.703122,944,936,0.238378,0,0,0
205,6.84017,720,424,1.00851,744,400,0.964778,696,400,0.936423,656,528,0.717624,528,680,0.545919,616,656,0.680149,888,488,0.737519,976,640,0.747558,912,552,0.545998,728,776,0.613205,832,952,0.217053,0,0,0,896,752,0.662715,936,912,0.225058,0,0,0
210,7.007,720,424,0.993008,744,400,0.925991,696,400,0.922403,664,520,0.698844,528,672,0.392242,600,664,0.450272,880,488,0.772732,984,640,0.790941,896,552,0.686954,728,768,0.574687,824,952,0.170587,0,0,0,896,752,0.653723,928,944,0.175396,0,0,0
215,7.17383,736,408,0.553359,744,392,0.545141,720,400,0.621509,704,496,0.445798,640,592,0.242573,680,568,0.327306,888,488,0.664099,976,632,0.69373,896,552,0.679149,728,752,0.357669,0,0,0,0,0,0,896,752,0.456365,0,0,0,0,0,0
220,7.34067,728,392,0.594322,744,384,0.640721,720,384,0.60261,720,472,0.322441,672,520,0.210928,664,568,0.169342,888,488,0.537543,952,568,0.425131,896,552,0.566329,728,744,0.298917,0,0,0,0,0,0,896,744,0.418755,0,0,0,0,0,0
225,7.5075,728,400,0.782225,744,384,0.779068,720,384,0.758147,712,488,0.446165,664,536,0.207605,680,568,0.270945,888,488,0.708843,960,616,0.496968,896,552,0.680688,728,744,0.400503,0,0,0,0,0,0,896,744,0.506468,0,0,0,0,0,0
230,7.67433,720,400,0.903488,744,376,0.833822,712,384,0.92597,696,488,0.495107,640,576,0.207853,704,576,0.336497,896,496,0.793758,968,624,0.627002,896,552,0.739401,736,768,0.454426,840,952,0.104663,0,0,0,896,752,0.592382,0,0,0,0,0,0
235,7.84117,720,400,0.889257,736,376,0.810965,712,384,0.893058,704,480,0.471385,656,536,0.200988,704,576,0.287888,896,496,0.76237,968,624,0.636073,896,552,0.746849,736,744,0.378472,0,0,0,0,0,0,896,736,0.509319,0,0,0,0,0,0
240,8.008,720,400,0.888887,744,376,0.81894,712,384,0.914872,704,480,0.477053,648,576,0.197633,704,576,0.268421,896,496,0.738146,976,624,0.621621,888,552,0.718073,736,744,0.310174,0,0,0,0,0,0,896,736,0.417654,0,0,0,0,0,0
245,8.17483,720,400,0.829694,744,384,0.820469,712,384,0.795637,696,480,0.431789,648,592,0.229332,704,584,0.137214,896,496,0.644986,976,632,0.623754,880,552,0.670798,728,752,0.359249,0,0,0,0,0,0,896,744,0.462309,0,0,0,0,0,0
250,8.34167,720,400,0.887169,744,376,0.843144,712,384,0.872002,696,488,0.451267,648,600,0.244894,720,584,0.11901,896,496,0.669716,976,640,0.605549,880,552,0.647925,728,744,0.345887,0,0,0,0,0,0,896,744,0.358861,0,0,0,0,0,0
255,8.5085,720,400,0.557511,736,384,0.543784,712,392,0.500112,720,480,0.265844,672,584,0.233021,704,584,0.320011,896,496,0.455408,976,640,0.480036,880,544,0.617768,728,736,0.323362,0,0,0,0,0,0,888,744,0.351585,0,0,0,0,0,0
260,8.67533,720,392,0.809878,744,376,0.793734,712,376,0.760999,712,488,0.33925,664,592,0.255036,712,576,0.352586,896,496,0.68633,976,624,0.55544,888,552,0.675319,736,760,0.386416,0,0,0,0,0,0,896,752,0.489115,0,0,0,0,0,0
265,8.84217,728,384,0.536197,744,376,0.527757,720,376,0.450967,752,480,0.245899,680,584,0.220447,712,576,0.343964,888,488,0.519922,976,616,0.448854,880,552,0.589426,744,768,0.288798,0,0,0,0,0,0,896,744,0.390693,0,0,0,0,0,0
270,9.009,728,384,0.475321,744,376,0.459299,728,384,0.405899,752,480,0.176331,704,528,0.213776,696,584,0.186379,888,496,0.356064,968,608,0.328424,888,552,0.497199,728,752,0.2177,0,0,0,0,0,0,888,736,0.239234,0,0,0,0,0,0
275,9.17583,720,408,0.60295,736,392,0.558473,720,400,0.507771,720,488,0.36838,680,576,0.219382,696,584,0.240223,896,496,0.588313,984,632,0.640576,888,552,0.668739,736,736,0.338257,0,0,0,0,0,0,896,752,0.521527,0,0,0,0,0,0
280,9.34267,720,408,0.675353,736,384,0.632764,720,392,0.570547,712,488,0.399794,672,592,0.242843,696,584,0.303946,896,496,0.595455,984,632,0.736548,896,552,0.659834,736,728,0.340087,0,0,0,0,0,0,896,744,0.489949,0,0,0,0,0,0
285,9.5095,720,408,0.908413,744,384,0.849321,712,392,0.863195,696,488,0.529147,656,600,0.281893,600,656,0.231698,904,496,0.749151,984,632,0.819891,888,552,0.714158,752,744,0.340374,0,0,0,0,0,0,896,752,0.499933,0,0,0,0,0,0
290,9.67633,728,392,0.32312,736,384,0.333323,720,392,0.282784,768,496,0.160542,712,528,0.179412,0,0,0,888,496,0.306545,976,632,0.547843,888,552,0.452358,760,752,0.226554,0,0,0,0,0,0,888,736,0.372611,0,0,0,0,0,0
295,9.84317,728,392,0.306391,744,384,0.318699,728,392,0.280164,768,480,0.170338,712,520,0.154839,0,0,0,896,496,0.376659,976,632,0.656722,888,552,0.538207,752,744,0.185683,0,0,0,0,0,0,896,736,0.374639,0,0,0,0,0,0
300,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,640,0.350504,888,552,0.253049,0,0,0,0,0,0,0,0,0,888,744,0.104633,0,0,0,0,0,0
305,10.1768,728,392,0.357491,744,384,0.369607,720,384,0.327228,784,496,0.135779,680,480,0.101703,0,0,0,896,504,0.298664,976,632,0.418669,888,552,0.27826,752,744,0.209711,0,0,0,0,0,0,896,744,0.382527,0,0,0,0,0,0
310,10.3437,720,408,0.725284,736,384,0.711327,712,384,0.706823,680,528,0.371111,592,664,0.211796,680,688,0.514568,896,496,0.62318,976,648,0.610398,944,560,0.249923,744,760,0.426389,0,0,0,0,0,0,896,752,0.593186,0,0,0,0,0,0
315,10.5105,712,408,0.886747,744,384,0.862569,696,384,0.873779,648,528,0.598749,584,656,0.429943,680,688,0.726756,896,496,0.705743,984,648,0.670909,904,560,0.409062,728,752,0.462126,0,0,0,0,0,0,896,752,0.585738,0,0,0,0,0,0
320,10.6773,720,408,0.726996,736,392,0.721335,712,392,0.709086,656,528,0.475626,560,664,0.504725,680,688,0.707329,888,496,0.587845,976,632,0.392059,976,656,0.192644,720,744,0.450066,0,0,0,0,0,0,896,752,0.474567,0,0,0,0,0,0
325,10.8442,720,408,0.711933,744,392,0.737632,712,392,0.718211,640,536,0.70498,576,664,0.774198,680,688,0.807659,896,496,0.593775,976,648,0.561853,936,560,0.365458,720,752,0.5642,0,0,0,0,0,0,888,752,0.587467,0,0,0,0,0,0
330,11.011,720,408,0.474788,736,392,0.477141,712,400,0.436624,664,528,0.199604,568,656,0.366025,680,688,0.545724,888,504,0.217779,968,632,0.220135,968,632,0.190606,744,752,0.293207,0,0,0,0,0,0,880,752,0.373685,0,0,0,0,0,0
335,11.1778,720,408,0.393582,736,392,0.373773,712,400,0.349652,664,528,0.117281,568,656,0.300406,688,696,0.592488,888,488,0.166007,984,632,0.441066,944,568,0.292681,744,744,0.257552,0,0,0,0,0,0,888,744,0.407433,0,0,0,0,0,0
340,11.3447,728,392,0.279876,744,384,0.285573,728,392,0.23072,0,0,0,0,0,0,0,0,0,0,0,0,944,544,0.16161,1000,632,0.297543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,11.5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,11.6783,728,400,0.42581,744,384,0.427166,720,384,0.370024,0,0,0,0,0,0,0,0,0,0,0,0,944,632,0.118727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,11.8452,728,392,0.217793,744,384,0.224821,728,384,0.183554,0,0,0,592,592,0.118315,0,0,0,0,0,0,952,584,0.11896,0,0,0,736,768,0.17149,0,0,0,0,0,0,904,776,0.17744,0,0,0,0,0,0
360,12.012,728,416,0.630878,752,400,0.69376,720,400,0.637236,656,536,0.606983,520,632,0.560056,592,600,0.339921,872,488,0.456303,968,560,0.416537,1096,560,0.675855,728,776,0.391377,0,0,0,0,0,0,928,776,0.244661,0,0,0,0,0,0
365,12.1788,744,400,0.53184,760,392,0.585633,736,392,0.542357,664,528,0.327264,520,640,0.329812,616,576,0.280225,872,472,0.343831,984,568,0.212608,0,0,0,728,760,0.147121,864,560,0.299159,0,0,0,0,0,0,0,0,0,0,0,0
370,12.3457,736,432,0.582652,752,416,0.574624,728,432,0.607347,664,536,0.576822,528,640,0.417981,608,576,0.360073,856,472,0.320405,984,568,0.307629,1096,560,0.278666,728,760,0.452503,880,552,0.155178,0,0,0,944,784,0.164135,0,0,0,0,0,0
375,12.5125,744,424,0.421039,752,408,0.457216,736,416,0.426682,720,520,0.26141,656,528,0.184435,0,0,0,912,512,0.290777,1000,576,0.288547,0,0,0,728,760,0.243777,0,0,0,0,0,0,936,776,0.105477,0,0,0,0,0,0
380,12.6793,736,424,0.903465,752,400,0.936138,720,400,0.959224,680,520,0.586672,512,632,0.349866,616,584,0.368537,912,496,0.699546,1016,552,0.671182,1152,528,0.690453,736,768,0.464334,0,0,0,0,0,0,944,784,0.256651,0,0,0,0,0,0
385,12.8462,728,416,0.899673,752,384,0.936527,720,400,0.936382,680,520,0.52998,528,624,0.210571,608,568,0.368546,904,488,0.74479,1008,544,0.539265,1032,544,0.261306,736,752,0.506768,0,0,0,0,0,0,952,776,0.15504,0,0,0,0,0,0
390,13.013,728,416,0.938829,752,384,0.95199,712,392,0.977634,680,528,0.567492,592,608,0.237033,608,576,0.334332,912,488,0.747556,1008,552,0.453483,912,568,0.131516,744,776,0.468322,0,0,0,0,0,0,952,776,0.245373,0,0,0,0,0,0
395,13.1798,736,416,0.923592,760,384,0.949454,712,392,0.982931,664,528,0.728741,560,632,0.467238,608,584,0.412549,904,488,0.78204,992,560,0.557441,1008,544,0.257442,728,760,0.654474,840,952,0.18555,0,0,0,936,760,0.47692,944,952,0.133184,0,0,0
400,13.3467,736,424,0.9146,760,392,0.924292,712,400,0.933821,656,544,0.745093,544,648,0.6222,608,584,0.510098,904,496,0.80364,1000,560,0.678503,1104,552,0.430853,736,776,0.616196,832,952,0.171971,0,0,0,928,768,0.535973,960,952,0.124567,0,0,0
405,13.5135,736,424,0.917554,760,400,0.918618,720,408,0.944453,664,536,0.691375,544,648,0.573164,616,592,0.456268,904,496,0.809823,1000,560,0.630797,1064,552,0.21498,728,768,0.635438,824,944,0.148923,0,0,0,928,768,0.492679,960,952,0.131295,0,0,0
410,13.6803,736,416,0.947968,760,392,0.972732,720,392,1.00051,672,528,0.742313,528,640,0.627297,632,568,0.421576,912,496,0.820882,1000,560,0.692405,1120,536,0.259288,736,768,0.721679,816,944,0.233896,0,0,0,912,760,0.615604,944,928,0.215562,0,0,0
415,13.8472,744,416,0.908357,760,392,0.867867,728,400,0.903554,672,536,0.708624,528,640,0.64663,632,560,0.475686,904,496,0.782136,1000,560,0.454553,1024,552,0.118582,736,776,0.697084,832,952,0.220766,0,0,0,912,768,0.618635,944,928,0.188457,0,0,0
420,14.014,752,416,0.773868,760,400,0.790968,736,408,0.786193,680,536,0.730137,528,632,0.614902,632,568,0.49838,912,496,0.769766,984,560,0.569738,1040,552,0.1899,744,776,0.660366,816,944,0.172754,0,0,0,920,768,0.547583,944,936,0.136954,0,0,0
425,14.1808,768,416,0.820707,784,392,0.843755,752,400,0.847624,688,528,0.662438,528,640,0.366091,600,576,0.45659,928,512,0.567195,1016,560,0.387706,1144,528,0.149851,736,752,0.541449,880,552,0.109562,0,0,0,960,752,0.190006,0,0,0,0,0,0
430,14.3477,776,416,0.638935,792,400,0.654195,760,408,0.613272,720,528,0.566376,520,640,0.293221,608,576,0.370103,920,504,0.531695,984,544,0.300884,1008,560,0.156081,744,760,0.435945,0,0,0,0,0,0,928,760,0.276601,0,0,0,0,0,0
435,14.5145,952,552,0.122625,952,544,0.107478,944,544,0.112707,0,0,0,528,640,0.109888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,14.6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,14.8482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,15.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,15.1818,0,0,0,0,0,0,0,0,0,0,0,0,528,616,0.265766,600,552,0.209319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,15.3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,15.5155,784,408,0.136225,792,392,0.143464,776,392,0.1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,15.6823,768,408,0.197629,784,400,0.193301,760,400,0.188392,0,0,0,0,0,0,0,0,0,928,520,0.13984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,15.8492,776,400,0.271316,792,384,0.295565,760,392,0.262605,0,0,0,0,0,0,0,0,0,936,520,0.214981,992,536,0.227975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,16.016,880,536,0.186673,800,392,0.153489,856,496,0.180323,824,528,0.329219,800,608,0.157908,0,0,0,936,528,0.446794,992,544,0.292262,0,0,0,800,744,0.181342,0,0,0,0,0,0,928,744,0.232092,0,0,0,0,0,0
485,16.1828,768,400,0.894408,792,376,0.920341,752,384,0.890644,712,512,0.468304,696,608,0.144273,0,0,0,904,496,0.800297,992,560,0.755342,1144,536,0.589125,824,784,0.449346,880,944,0.237559,0,0,0,960,744,0.524871,1016,888,0.167049,0,0,0
490,16.3497,768,400,0.868628,784,384,0.890537,752,392,0.86102,720,512,0.568518,712,616,0.144823,0,0,0,912,496,0.831999,984,560,0.683947,1064,552,0.265183,800,760,0.502146,880,936,0.214045,784,888,0.246164,944,744,0.494402,1032,888,0.186755,0,0,0
495,16.5165,768,400,0.648653,784,392,0.705923,760,392,0.656737,736,512,0.483682,696,544,0.178617,0,0,0,912,496,0.785453,992,560,0.550304,1112,552,0.481626,792,728,0.477047,784,760,0.541473,760,896,0.483104,912,728,0.455592,0,0,0,0,0,0
500,16.6833,744,400,0.863263,768,376,0.855086,728,384,0.884099,688,512,0.803635,672,632,0.262633,720,672,0.120671,896,488,0.863426,992,560,0.818852,1120,544,0.697057,768,752,0.704745,832,936,0.274603,760,888,0.153846,920,736,0.720605,968,904,0.200672,0,0,0
505,16.8502,744,400,0.884035,760,376,0.876154,728,384,0.908809,680,528,0.777866,664,640,0.40043,696,672,0.311098,896,488,0.859777,1000,552,0.760215,1112,464,0.670398,760,744,0.696873,808,928,0.361138,0,0,0,920,736,0.689218,976,912,0.289945,0,0,0
510,17.017,752,392,0.883726,768,376,0.923506,728,376,0.891547,656,520,0.705985,624,616,0.469072,656,672,0.352295,888,488,0.884783,992,552,0.763078,1120,440,0.88503,728,744,0.687345,792,936,0.258438,0,0,0,888,728,0.758407,936,904,0.168711,0,0,0
515,17.1838,736,392,0.936307,760,368,0.91158,712,376,1.00211,640,528,0.827901,568,640,0.454296,640,696,0.358871,896,488,0.854894,1008,544,0.718782,1120,448,0.786747,720,768,0.678602,776,944,0.178976,728,896,0.159944,912,752,0.661736,944,928,0.172665,0,0,0
520,17.3507,728,392,0.926455,760,368,0.923847,712,368,0.992379,640,536,0.859599,576,656,0.623107,656,720,0.402623,904,496,0.822411,1008,568,0.805521,1120,448,0.64075,720,776,0.727864,776,944,0.270344,0,0,0,904,752,0.695605,936,936,0.24207,0,0,0
